Date,Open,High,Low,Close,Adj Close,Volume
1971-03-29,7.000000,7.046875,6.953125,6.992188,0.442718,267200
1971-03-30,6.992188,7.023438,6.945313,7.007813,0.443707,187200
1971-03-31,7.015625,7.117188,7.015625,7.046875,0.446180,345600
1971-04-01,7.046875,7.109375,7.015625,7.109375,0.450138,161600
1971-04-02,7.109375,7.156250,7.085938,7.125000,0.451127,252800
1971-04-05,7.125000,7.125000,7.023438,7.054688,0.446675,163200
1971-04-06,7.054688,7.171875,7.023438,7.164063,0.453600,289600
1971-04-07,7.164063,7.195313,7.125000,7.156250,0.453105,158400
1971-04-08,7.156250,7.171875,7.062500,7.085938,0.448654,107200
1971-04-12,7.085938,7.125000,7.078125,7.078125,0.448159,132800
1971-04-13,7.078125,7.109375,7.023438,7.078125,0.448159,265600
1971-04-14,7.078125,7.171875,7.062500,7.171875,0.454095,385600
1971-04-15,7.148438,7.148438,7.015625,7.015625,0.444202,312000
1971-04-16,7.015625,7.101563,7.000000,7.085938,0.448654,222400
1971-04-19,7.085938,7.226563,7.085938,7.218750,0.457063,376000
1971-04-20,7.218750,7.234375,7.195313,7.218750,0.457063,169600
1971-04-21,7.234375,7.390625,7.234375,7.312500,0.462999,158400
1971-04-22,7.312500,7.335938,7.187500,7.226563,0.457557,395200
1971-04-23,7.187500,7.187500,7.140625,7.179688,0.454590,216000
1971-04-26,7.187500,7.234375,7.187500,7.234375,0.458052,289600
1971-04-27,7.304688,7.367188,7.304688,7.312500,0.462999,168000
1971-04-28,7.312500,7.421875,7.281250,7.281250,0.461020,724800
1971-04-29,7.281250,7.304688,7.187500,7.203125,0.456073,254400
1971-04-30,7.203125,7.234375,7.125000,7.156250,0.453105,281600
1971-05-03,7.156250,7.179688,7.078125,7.140625,0.452116,297600
1971-05-04,7.125000,7.125000,7.015625,7.085938,0.448654,350400
1971-05-05,7.078125,7.078125,7.000000,7.046875,0.446180,508800
1971-05-06,7.070313,7.125000,7.070313,7.109375,0.450138,172800
1971-05-07,7.085938,7.085938,7.000000,7.007813,0.443707,204800
1971-05-10,7.000000,7.000000,6.929688,6.960938,0.440739,182400
1971-05-11,6.960938,7.085938,6.929688,7.046875,0.446180,308800
1971-05-12,7.046875,7.078125,7.031250,7.031250,0.445191,342400
1971-05-13,7.031250,7.078125,7.031250,7.078125,0.448159,112000
1971-05-14,7.078125,7.117188,7.031250,7.031250,0.445191,188800
1971-05-17,7.031250,7.039063,6.984375,7.000000,0.445044,230400
1971-05-18,7.000000,7.148438,7.000000,7.101563,0.451501,307200
1971-05-19,7.101563,7.171875,7.078125,7.171875,0.455971,211200
1971-05-20,7.171875,7.187500,7.125000,7.148438,0.454482,240000
1971-05-21,7.148438,7.195313,7.125000,7.195313,0.457462,147200
1971-05-24,7.171875,7.171875,6.875000,6.945313,0.441568,5134400
1971-05-25,6.945313,7.156250,6.890625,7.140625,0.453985,438400
1971-05-26,7.140625,7.140625,7.062500,7.085938,0.450508,188800
1971-05-27,7.085938,7.156250,7.023438,7.125000,0.452992,313600
1971-05-28,7.125000,7.171875,7.125000,7.125000,0.452992,187200
1971-06-01,7.125000,7.148438,7.078125,7.078125,0.450012,105600
1971-06-02,7.093750,7.187500,7.093750,7.179688,0.456469,620800
1971-06-03,7.179688,7.187500,7.148438,7.156250,0.454978,425600
1971-06-04,7.156250,7.179688,7.109375,7.171875,0.455971,158400
1971-06-07,7.171875,7.179688,7.140625,7.171875,0.455971,214400
1971-06-08,7.171875,7.179688,7.125000,7.171875,0.455971,400000
1971-06-09,7.171875,7.171875,7.078125,7.125000,0.452992,265600
1971-06-10,7.125000,7.179688,7.101563,7.164063,0.455475,163200
1971-06-11,7.164063,7.195313,7.156250,7.187500,0.456965,444800
1971-06-14,7.179688,7.179688,7.140625,7.171875,0.455971,158400
1971-06-15,7.171875,7.250000,7.156250,7.234375,0.459945,475200
1971-06-16,7.234375,7.304688,7.195313,7.289063,0.463422,859200
1971-06-17,7.289063,7.367188,7.281250,7.367188,0.468389,252800
1971-06-18,7.367188,7.468750,7.367188,7.375000,0.468886,281600
1971-06-21,7.375000,7.375000,7.203125,7.226563,0.459448,289600
1971-06-22,7.203125,7.203125,7.132813,7.164063,0.455475,275200
1971-06-23,7.164063,7.203125,7.125000,7.203125,0.457958,624000
1971-06-24,7.203125,7.226563,7.164063,7.210938,0.458455,404800
1971-06-25,7.210938,7.226563,7.187500,7.187500,0.456965,97600
1971-06-28,7.210938,7.328125,7.210938,7.328125,0.465906,251200
1971-06-29,7.359375,7.562500,7.359375,7.546875,0.479813,435200
1971-06-30,7.546875,7.742188,7.546875,7.609375,0.483787,1187200
1971-07-01,7.570313,7.570313,7.515625,7.562500,0.480807,510400
1971-07-02,7.531250,7.531250,7.437500,7.437500,0.472859,379200
1971-07-06,7.429688,7.429688,7.312500,7.382813,0.469383,740800
1971-07-07,7.382813,7.398438,7.359375,7.359375,0.467892,355200
1971-07-08,7.359375,7.398438,7.312500,7.312500,0.464912,350400
1971-07-09,7.328125,7.398438,7.328125,7.382813,0.469383,206400
1971-07-12,7.382813,7.429688,7.375000,7.429688,0.472363,528000
1971-07-13,7.429688,7.437500,7.367188,7.421875,0.471866,198400
1971-07-14,7.421875,7.453125,7.382813,7.453125,0.473853,104000
1971-07-15,7.453125,7.453125,7.328125,7.328125,0.465906,318400
1971-07-16,7.351563,7.429688,7.351563,7.375000,0.468886,121600
1971-07-19,7.375000,7.421875,7.312500,7.367188,0.468389,152000
1971-07-20,7.367188,7.437500,7.312500,7.437500,0.472859,790400
1971-07-21,7.437500,7.437500,7.390625,7.390625,0.469879,176000
1971-07-22,7.390625,7.437500,7.390625,7.390625,0.469879,137600
1971-07-23,7.390625,7.429688,7.382813,7.429688,0.472363,70400
1971-07-26,7.429688,7.429688,7.382813,7.398438,0.470376,97600
1971-07-27,7.390625,7.390625,7.312500,7.312500,0.464912,68800
1971-07-28,7.273438,7.273438,7.148438,7.148438,0.454482,259200
1971-07-29,7.148438,7.250000,7.140625,7.218750,0.458952,177600
1971-07-30,7.218750,7.242188,7.171875,7.203125,0.457958,177600
1971-08-02,7.203125,7.242188,7.164063,7.210938,0.458455,169600
1971-08-03,7.203125,7.203125,7.015625,7.039063,0.447528,161600
1971-08-04,7.039063,7.085938,6.992188,7.000000,0.445044,337600
1971-08-05,7.000000,7.062500,6.921875,7.054688,0.448521,576000
1971-08-06,7.054688,7.085938,7.031250,7.070313,0.449515,148800
1971-08-09,7.078125,7.203125,7.078125,7.125000,0.452992,244800
1971-08-10,7.125000,7.203125,7.101563,7.179688,0.456469,142400
1971-08-11,7.179688,7.312500,7.156250,7.312500,0.464912,128000
1971-08-12,7.312500,7.359375,7.289063,7.328125,0.465906,281600
1971-08-13,7.335938,7.398438,7.335938,7.390625,0.469879,112000
1971-08-16,7.562500,7.734375,7.562500,7.656250,0.488681,1531200
1971-08-17,7.648438,7.648438,7.515625,7.546875,0.481699,580800
1971-08-18,7.546875,7.593750,7.507813,7.523438,0.480204,152000
1971-08-19,7.523438,7.554688,7.500000,7.546875,0.481699,273600
1971-08-20,7.546875,7.578125,7.531250,7.562500,0.482697,81600
1971-08-23,7.585938,7.687500,7.585938,7.656250,0.488681,540800
1971-08-24,7.656250,7.687500,7.632813,7.671875,0.489678,124800
1971-08-25,7.671875,7.687500,7.593750,7.617188,0.486187,227200
1971-08-26,7.617188,7.625000,7.546875,7.601563,0.485190,153600
1971-08-27,7.601563,7.609375,7.562500,7.562500,0.482697,163200
1971-08-30,7.562500,7.562500,7.468750,7.492188,0.478209,196800
1971-08-31,7.492188,7.546875,7.421875,7.460938,0.476214,344000
1971-09-01,7.460938,7.476563,7.437500,7.437500,0.474718,144000
1971-09-02,7.445313,7.476563,7.445313,7.468750,0.476713,150400
1971-09-03,7.484375,7.562500,7.484375,7.562500,0.482697,110400
1971-09-07,7.562500,7.609375,7.546875,7.546875,0.481699,219200
1971-09-08,7.546875,7.585938,7.546875,7.546875,0.481699,75200
1971-09-09,7.546875,7.601563,7.523438,7.523438,0.480204,160000
1971-09-10,7.523438,7.546875,7.476563,7.500000,0.478708,134400
1971-09-13,7.500000,7.601563,7.492188,7.554688,0.482199,267200
1971-09-14,7.554688,7.562500,7.507813,7.523438,0.480204,129600
1971-09-15,7.523438,7.554688,7.507813,7.531250,0.480702,88000
1971-09-16,7.531250,7.539063,7.468750,7.523438,0.480204,208000
1971-09-17,7.523438,7.554688,7.460938,7.476563,0.477212,388800
1971-09-20,7.476563,7.500000,7.453125,7.500000,0.478708,272000
1971-09-21,7.500000,7.500000,7.453125,7.476563,0.477212,129600
1971-09-22,7.476563,7.500000,7.476563,7.492188,0.478209,118400
1971-09-23,7.492188,7.578125,7.476563,7.539063,0.481201,323200
1971-09-24,7.546875,7.648438,7.546875,7.625000,0.486686,604800
1971-09-27,7.625000,7.640625,7.593750,7.625000,0.486686,62400
1971-09-28,7.625000,7.648438,7.601563,7.625000,0.486686,574400
1971-09-29,7.625000,7.640625,7.601563,7.625000,0.486686,212800
1971-09-30,7.625000,7.679688,7.601563,7.648438,0.488182,73600
1971-10-01,7.648438,7.812500,7.609375,7.796875,0.497656,281600
1971-10-04,7.796875,7.898438,7.796875,7.835938,0.500150,164800
1971-10-05,7.835938,7.859375,7.789063,7.859375,0.501646,147200
1971-10-06,7.859375,7.859375,7.812500,7.820313,0.499152,136000
1971-10-07,7.820313,7.843750,7.742188,7.742188,0.494166,155200
1971-10-08,7.742188,7.757813,7.710938,7.742188,0.494166,278400
1971-10-11,7.742188,7.742188,7.703125,7.718750,0.492670,35200
1971-10-12,7.718750,7.804688,7.703125,7.781250,0.496660,113600
1971-10-13,7.781250,7.843750,7.765625,7.789063,0.497158,126400
1971-10-14,7.789063,7.812500,7.726563,7.726563,0.493168,144000
1971-10-15,7.726563,7.750000,7.718750,7.742188,0.494166,102400
1971-10-18,7.742188,7.757813,7.640625,7.664063,0.489179,198400
1971-10-19,7.617188,7.617188,7.406250,7.531250,0.480702,412800
1971-10-20,7.531250,7.617188,7.437500,7.468750,0.476713,280000
1971-10-21,7.468750,7.539063,7.437500,7.500000,0.478708,132800
1971-10-22,7.554688,7.671875,7.554688,7.585938,0.484192,169600
1971-10-25,7.585938,7.617188,7.500000,7.617188,0.486187,150400
1971-10-26,7.617188,7.687500,7.578125,7.625000,0.486686,195200
1971-10-27,7.609375,7.609375,7.539063,7.539063,0.481201,280000
1971-10-28,7.515625,7.515625,7.414063,7.414063,0.473222,241600
1971-10-29,7.414063,7.500000,7.390625,7.500000,0.478708,179200
1971-11-01,7.500000,7.523438,7.343750,7.367188,0.470231,171200
1971-11-02,7.367188,7.484375,7.257813,7.484375,0.477710,176000
1971-11-03,7.531250,7.757813,7.531250,7.757813,0.495163,288000
1971-11-04,7.757813,7.789063,7.625000,7.625000,0.486686,299200
1971-11-05,7.625000,7.671875,7.546875,7.671875,0.489678,324800
1971-11-08,7.671875,7.687500,7.625000,7.687500,0.490675,131200
1971-11-09,7.703125,7.757813,7.703125,7.703125,0.491673,152000
1971-11-10,7.703125,7.726563,7.640625,7.640625,0.487683,200000
1971-11-11,7.625000,7.625000,7.445313,7.445313,0.475217,315200
1971-11-12,7.445313,7.500000,7.382813,7.453125,0.475715,152000
1971-11-15,7.453125,7.500000,7.429688,7.500000,0.480574,134400
1971-11-16,7.500000,7.687500,7.484375,7.656250,0.490586,244800
1971-11-17,7.656250,7.718750,7.601563,7.695313,0.493089,139200
1971-11-18,7.695313,7.750000,7.562500,7.578125,0.485580,496000
1971-11-19,7.562500,7.562500,7.484375,7.531250,0.482576,200000
1971-11-22,7.531250,7.546875,7.421875,7.429688,0.476068,136000
1971-11-23,7.429688,7.484375,7.359375,7.484375,0.479572,292800
1971-11-24,7.484375,7.562500,7.375000,7.375000,0.472564,1404800
1971-11-26,7.375000,7.492188,7.367188,7.492188,0.480073,265600
1971-11-29,7.515625,7.578125,7.515625,7.539063,0.483077,252800
1971-11-30,7.539063,7.632813,7.500000,7.625000,0.488583,497600
1971-12-01,7.656250,7.796875,7.656250,7.796875,0.499596,340800
1971-12-02,7.796875,7.851563,7.750000,7.812500,0.500597,390400
1971-12-03,7.812500,7.960938,7.812500,7.937500,0.508607,209600
1971-12-06,7.937500,7.968750,7.890625,7.929688,0.508107,235200
1971-12-07,7.929688,7.929688,7.828125,7.906250,0.506605,305600
1971-12-08,7.890625,7.890625,7.835938,7.859375,0.503601,244800
1971-12-09,7.859375,7.914063,7.835938,7.875000,0.504602,299200
1971-12-10,7.875000,7.890625,7.851563,7.875000,0.504602,156800
1971-12-13,7.875000,7.875000,7.804688,7.804688,0.500097,270400
1971-12-14,7.828125,7.843750,7.828125,7.835938,0.502099,134400
1971-12-15,7.835938,7.890625,7.835938,7.875000,0.504602,251200
1971-12-16,7.945313,8.242188,7.945313,8.195313,0.525127,369600
1971-12-17,8.195313,8.273438,8.125000,8.273438,0.530133,169600
1971-12-20,8.359375,8.437500,8.359375,8.367188,0.536140,252800
1971-12-21,8.367188,8.406250,8.343750,8.343750,0.534638,152000
1971-12-22,8.312500,8.312500,8.203125,8.210938,0.526128,259200
1971-12-23,8.210938,8.218750,8.125000,8.140625,0.521623,340800
1971-12-27,8.195313,8.242188,8.195313,8.195313,0.525127,108800
1971-12-28,8.210938,8.265625,8.210938,8.265625,0.529632,163200
1971-12-29,8.265625,8.273438,8.242188,8.265625,0.529632,78400
1971-12-30,8.265625,8.296875,8.234375,8.265625,0.529632,177600
1971-12-31,8.289063,8.437500,8.289063,8.437500,0.540645,100800
1972-01-03,8.437500,8.468750,8.328125,8.328125,0.533637,100800
1972-01-04,8.328125,8.375000,8.320313,8.343750,0.534638,102400
1972-01-05,8.343750,8.367188,8.281250,8.320313,0.533137,358400
1972-01-06,8.320313,8.343750,8.273438,8.343750,0.534638,232000
1972-01-07,8.343750,8.382813,8.312500,8.343750,0.534638,113600
1972-01-10,8.343750,8.359375,8.281250,8.289063,0.531134,115200
1972-01-11,8.289063,8.335938,8.250000,8.273438,0.530133,137600
1972-01-12,8.273438,8.296875,8.218750,8.250000,0.528631,160000
1972-01-13,8.226563,8.226563,8.140625,8.156250,0.522624,216000
1972-01-14,8.156250,8.187500,8.078125,8.085938,0.518119,120000
1972-01-17,8.085938,8.226563,8.078125,8.210938,0.526128,126400
1972-01-18,8.210938,8.250000,8.203125,8.242188,0.528130,161600
1972-01-19,8.242188,8.257813,8.187500,8.234375,0.527630,123200
1972-01-20,8.234375,8.296875,8.203125,8.203125,0.525627,244800
1972-01-21,8.203125,8.242188,8.171875,8.242188,0.528130,123200
1972-01-24,8.242188,8.242188,8.171875,8.187500,0.524626,128000
1972-01-25,8.171875,8.171875,8.101563,8.171875,0.523625,164800
1972-01-26,8.171875,8.179688,8.125000,8.179688,0.524126,57600
1972-01-27,8.179688,8.328125,8.164063,8.296875,0.531635,249600
1972-01-28,8.328125,8.398438,8.328125,8.390625,0.537642,313600
1972-01-31,8.390625,8.421875,8.375000,8.390625,0.537642,174400
1972-02-01,8.406250,8.523438,8.406250,8.476563,0.543148,200000
1972-02-02,8.523438,8.671875,8.523438,8.648438,0.554161,169600
1972-02-03,8.648438,8.710938,8.640625,8.671875,0.555663,227200
1972-02-04,8.671875,8.687500,8.625000,8.687500,0.556664,211200
1972-02-07,8.687500,8.687500,8.640625,8.640625,0.553661,99200
1972-02-08,8.640625,8.703125,8.640625,8.648438,0.554161,174400
1972-02-09,8.648438,8.648438,8.562500,8.617188,0.552159,339200
1972-02-10,8.617188,8.687500,8.617188,8.648438,0.554161,256000
1972-02-11,8.648438,8.648438,8.578125,8.593750,0.550657,96000
1972-02-14,8.593750,8.617188,8.515625,8.562500,0.548655,200000
1972-02-15,8.562500,8.593750,8.515625,8.554688,0.548154,260800
1972-02-16,8.585938,8.625000,8.585938,8.617188,0.552159,243200
1972-02-17,8.617188,8.671875,8.601563,8.648438,0.554161,214400
1972-02-18,8.640625,8.640625,8.578125,8.609375,0.553583,153600
1972-02-22,8.617188,8.648438,8.617188,8.640625,0.555592,259200
1972-02-23,8.640625,8.734375,8.640625,8.734375,0.561620,252800
1972-02-24,8.734375,8.765625,8.726563,8.765625,0.563629,148800
1972-02-25,8.765625,8.812500,8.765625,8.812500,0.566643,321600
1972-02-28,8.812500,8.835938,8.718750,8.750000,0.562625,412800
1972-02-29,8.750000,8.796875,8.726563,8.796875,0.565639,220800
1972-03-01,8.796875,8.835938,8.789063,8.804688,0.566141,240000
1972-03-02,8.804688,8.812500,8.734375,8.750000,0.562625,115200
1972-03-03,8.765625,8.828125,8.765625,8.820313,0.567146,208000
1972-03-06,8.820313,8.859375,8.812500,8.859375,0.569658,176000
1972-03-07,8.867188,8.921875,8.867188,8.921875,0.573677,241600
1972-03-08,8.921875,8.945313,8.914063,8.945313,0.575183,217600
1972-03-09,8.968750,9.046875,8.968750,8.968750,0.576690,190400
1972-03-10,9.000000,9.046875,9.000000,9.046875,0.581714,193600
1972-03-13,9.046875,9.054688,8.921875,8.945313,0.575183,148800
1972-03-14,8.945313,9.000000,8.914063,8.976563,0.577193,123200
1972-03-15,8.984375,9.031250,8.984375,9.007813,0.579203,155200
1972-03-16,9.007813,9.039063,8.960938,9.023438,0.580207,225600
1972-03-17,9.023438,9.210938,9.000000,9.210938,0.592263,326400
1972-03-20,9.210938,9.242188,9.210938,9.234375,0.593770,124800
